pokemon,generation,version_group,move,level_learned
marowak,2,gold-silver,bonemerang,25
marowak,2,crystal,bonemerang,25
marowak,2,gold-silver,rage,32
marowak,2,crystal,rage,32
marowak,2,gold-silver,false-swipe,39
marowak,2,crystal,false-swipe,39
marowak,2,gold-silver,thrash,46
marowak,2,crystal,thrash,46
marowak,2,gold-silver,bone-rush,53
marowak,2,crystal,bone-rush,53
meganium,2,gold-silver,tackle,1
meganium,2,crystal,tackle,1
meganium,2,gold-silver,growl,1
meganium,2,crystal,growl,1
meganium,2,gold-silver,razor-leaf,1
meganium,2,crystal,razor-leaf,1
meganium,2,gold-silver,reflect,1
meganium,2,crystal,reflect,1
meganium,2,gold-silver,razor-leaf,8
meganium,2,crystal,razor-leaf,8
meganium,2,gold-silver,reflect,12
meganium,2,crystal,reflect,12
meganium,2,gold-silver,poison-powder,15
meganium,2,crystal,poison-powder,15
meganium,2,gold-silver,synthesis,23
meganium,2,crystal,synthesis,23
meganium,2,gold-silver,body-slam,31
meganium,2,crystal,body-slam,31
meganium,2,gold-silver,light-screen,41
meganium,2,crystal,light-screen,41
meganium,2,gold-silver,safeguard,51
meganium,2,crystal,safeguard,51
meganium,2,gold-silver,solar-beam,61
meganium,2,crystal,solar-beam,61
meowth,2,gold-silver,scratch,1
meowth,2,crystal,scratch,1
meowth,2,gold-silver,growl,1
meowth,2,crystal,growl,1
meowth,2,gold-silver,bite,11
meowth,2,crystal,bite,11
meowth,2,gold-silver,pay-day,20
meowth,2,crystal,pay-day,20
meowth,2,gold-silver,feint-attack,28
meowth,2,crystal,feint-attack,28
meowth,2,gold-silver,screech,35
meowth,2,crystal,screech,35
meowth,2,gold-silver,fury-swipes,41
meowth,2,crystal,fury-swipes,41
meowth,2,gold-silver,slash,46
meowth,2,crystal,slash,46
metapod,2,gold-silver,harden,1
metapod,2,crystal,harden,1
metapod,2,gold-silver,harden,7
metapod,2,crystal,harden,7
mew,2,gold-silver,pound,1
mew,2,crystal,pound,1
mew,2,gold-silver,transform,10
mew,2,crystal,transform,10
mew,2,gold-silver,mega-punch,20
mew,2,crystal,mega-punch,20
mew,2,gold-silver,metronome,30
mew,2,crystal,metronome,30
mew,2,gold-silver,psychic,40
mew,2,crystal,psychic,40
mew,2,gold-silver,ancient-power,50
mew,2,crystal,ancient-power,50
mewtwo,2,gold-silver,disable,1
mewtwo,2,crystal,disable,1
mewtwo,2,gold-silver,confusion,1
mewtwo,2,crystal,confusion,1
mewtwo,2,gold-silver,barrier,11
mewtwo,2,crystal,barrier,11
mewtwo,2,gold-silver,swift,22
mewtwo,2,crystal,swift,22
mewtwo,2,gold-silver,psych-up,33
mewtwo,2,crystal,psych-up,33
mewtwo,2,gold-silver,future-sight,44
mewtwo,2,crystal,future-sight,44
mewtwo,2,gold-silver,mist,55
mewtwo,2,crystal,mist,55
mewtwo,2,gold-silver,psychic,66
mewtwo,2,crystal,psychic,66
mewtwo,2,gold-silver,amnesia,77
mewtwo,2,crystal,amnesia,77
mewtwo,2,gold-silver,recover,88
mewtwo,2,crystal,recover,88
mewtwo,2,gold-silver,safeguard,99
mewtwo,2,crystal,safeguard,99
miltank,2,gold-silver,tackle,1
miltank,2,crystal,tackle,1
miltank,2,gold-silver,growl,4
miltank,2,crystal,growl,4
miltank,2,gold-silver,defense-curl,8
miltank,2,crystal,defense-curl,8
miltank,2,gold-silver,stomp,13
miltank,2,crystal,stomp,13
miltank,2,gold-silver,milk-drink,19
miltank,2,crystal,milk-drink,19
miltank,2,gold-silver,bide,26
miltank,2,crystal,bide,26
miltank,2,gold-silver,rollout,34
miltank,2,crystal,rollout,34
miltank,2,gold-silver,body-slam,43
miltank,2,crystal,body-slam,43
miltank,2,gold-silver,heal-bell,53
miltank,2,crystal,heal-bell,53
misdreavus,2,gold-silver,growl,1
misdreavus,2,crystal,growl,1
misdreavus,2,gold-silver,psywave,1
misdreavus,2,crystal,psywave,1
misdreavus,2,gold-silver,spite,6
misdreavus,2,crystal,spite,6
misdreavus,2,gold-silver,confuse-ray,12
misdreavus,2,crystal,confuse-ray,12
misdreavus,2,gold-silver,mean-look,19
misdreavus,2,crystal,mean-look,19
misdreavus,2,gold-silver,psybeam,27
misdreavus,2,crystal,psybeam,27
misdreavus,2,gold-silver,pain-split,36
misdreavus,2,crystal,pain-split,36
misdreavus,2,gold-silver,perish-song,46
misdreavus,2,crystal,perish-song,46
moltres,2,gold-silver,wing-attack,1
moltres,2,crystal,wing-attack,1
moltres,2,gold-silver,ember,1
moltres,2,crystal,ember,1
moltres,2,gold-silver,fire-spin,13
moltres,2,crystal,fire-spin,13
moltres,2,gold-silver,agility,25
moltres,2,crystal,agility,25
moltres,2,gold-silver,endure,37
moltres,2,crystal,endure,37
moltres,2,gold-silver,flamethrower,49
moltres,2,crystal,flamethrower,49
moltres,2,gold-silver,safeguard,61
moltres,2,crystal,safeguard,61
moltres,2,gold-silver,sky-attack,73
moltres,2,crystal,sky-attack,73
mr-mime,2,gold-silver,barrier,1
mr-mime,2,crystal,barrier,1
mr-mime,2,gold-silver,confusion,6
mr-mime,2,crystal,confusion,6
mr-mime,2,gold-silver,substitute,11
mr-mime,2,crystal,substitute,11
mr-mime,2,gold-silver,meditate,16
mr-mime,2,crystal,meditate,16
mr-mime,2,gold-silver,double-slap,21
mr-mime,2,crystal,double-slap,21
mr-mime,2,gold-silver,light-screen,26
mr-mime,2,crystal,light-screen,26
mr-mime,2,gold-silver,reflect,26
mr-mime,2,crystal,reflect,26
mr-mime,2,gold-silver,encore,31
mr-mime,2,crystal,encore,31
mr-mime,2,gold-silver,psybeam,36
mr-mime,2,crystal,psybeam,36
mr-mime,2,gold-silver,baton-pass,41
mr-mime,2,crystal,baton-pass,41
mr-mime,2,gold-silver,safeguard,46
mr-mime,2,crystal,safeguard,46
muk,2,gold-silver,pound,1
muk,2,crystal,pound,1
muk,2,gold-silver,harden,1
muk,2,crystal,harden,1
muk,2,gold-silver,poison-gas,1
muk,2,crystal,poison-gas,1
muk,2,gold-silver,minimize,23
muk,2,crystal,minimize,23
muk,2,gold-silver,screech,31
muk,2,crystal,screech,31
muk,2,gold-silver,harden,33
muk,2,crystal,harden,33
muk,2,gold-silver,disable,37
muk,2,crystal,disable,37
muk,2,gold-silver,sludge,45
muk,2,crystal,sludge,45
muk,2,gold-silver,acid-armor,45
muk,2,crystal,acid-armor,45
muk,2,gold-silver,sludge-bomb,60
muk,2,crystal,sludge-bomb,60
murkrow,2,gold-silver,peck,1
murkrow,2,crystal,peck,1
murkrow,2,gold-silver,pursuit,11
murkrow,2,crystal,pursuit,11
murkrow,2,gold-silver,haze,16
murkrow,2,crystal,haze,16
murkrow,2,gold-silver,night-shade,26
murkrow,2,crystal,night-shade,26
murkrow,2,gold-silver,feint-attack,31
murkrow,2,crystal,feint-attack,31
murkrow,2,gold-silver,mean-look,41
murkrow,2,crystal,mean-look,41
natu,2,gold-silver,leer,1
natu,2,crystal,leer,1
natu,2,gold-silver,peck,1
natu,2,crystal,peck,1
natu,2,gold-silver,night-shade,10
natu,2,crystal,night-shade,10
natu,2,gold-silver,teleport,20
natu,2,crystal,teleport,20
natu,2,gold-silver,future-sight,30
natu,2,crystal,future-sight,30
natu,2,gold-silver,confuse-ray,40
natu,2,crystal,confuse-ray,40
natu,2,gold-silver,psychic,50
natu,2,crystal,psychic,50
nidoking,2,gold-silver,double-kick,1
nidoking,2,crystal,double-kick,1
nidoking,2,gold-silver,horn-attack,1
nidoking,2,crystal,horn-attack,1
nidoking,2,gold-silver,tackle,1
nidoking,2,crystal,tackle,1
nidoking,2,gold-silver,poison-sting,1
nidoking,2,crystal,poison-sting,1
nidoking,2,gold-silver,thrash,23
nidoking,2,crystal,thrash,23
nidoqueen,2,gold-silver,scratch,1
nidoqueen,2,crystal,scratch,1
nidoqueen,2,gold-silver,double-kick,1
nidoqueen,2,crystal,double-kick,1
nidoqueen,2,gold-silver,tackle,1
nidoqueen,2,crystal,tackle,1
nidoqueen,2,gold-silver,tail-whip,1
nidoqueen,2,crystal,tail-whip,1
nidoqueen,2,gold-silver,body-slam,23
nidoqueen,2,crystal,body-slam,23
nidoran-f,2,gold-silver,tackle,1
nidoran-f,2,crystal,tackle,1
nidoran-f,2,gold-silver,growl,1
nidoran-f,2,crystal,growl,1
nidoran-f,2,gold-silver,scratch,8
nidoran-f,2,crystal,scratch,8
nidoran-f,2,gold-silver,double-kick,12
nidoran-f,2,crystal,double-kick,12
nidoran-f,2,gold-silver,poison-sting,17
nidoran-f,2,crystal,poison-sting,17
nidoran-f,2,gold-silver,tail-whip,23
nidoran-f,2,crystal,tail-whip,23
nidoran-f,2,gold-silver,bite,30
nidoran-f,2,crystal,bite,30
nidoran-f,2,gold-silver,fury-swipes,38
nidoran-f,2,crystal,fury-swipes,38
nidoran-m,2,gold-silver,tackle,1
nidoran-m,2,crystal,tackle,1
nidoran-m,2,gold-silver,leer,1
nidoran-m,2,crystal,leer,1
nidoran-m,2,gold-silver,horn-attack,8
nidoran-m,2,crystal,horn-attack,8
nidoran-m,2,gold-silver,double-kick,12
nidoran-m,2,crystal,double-kick,12
nidoran-m,2,gold-silver,poison-sting,17
nidoran-m,2,crystal,poison-sting,17
nidoran-m,2,gold-silver,focus-energy,23
nidoran-m,2,crystal,focus-energy,23
nidoran-m,2,gold-silver,fury-attack,30
nidoran-m,2,crystal,fury-attack,30
nidoran-m,2,gold-silver,horn-drill,38
nidoran-m,2,crystal,horn-drill,38
nidorina,2,gold-silver,tackle,1
nidorina,2,crystal,tackle,1
nidorina,2,gold-silver,growl,1
nidorina,2,crystal,growl,1
nidorina,2,gold-silver,scratch,8
nidorina,2,crystal,scratch,8
nidorina,2,gold-silver,double-kick,12
nidorina,2,crystal,double-kick,12
nidorina,2,gold-silver,poison-sting,19
nidorina,2,crystal,poison-sting,19
nidorina,2,gold-silver,tail-whip,27
nidorina,2,crystal,tail-whip,27
nidorina,2,gold-silver,bite,36
nidorina,2,crystal,bite,36
nidorina,2,gold-silver,fury-swipes,46
nidorina,2,crystal,fury-swipes,46
nidorino,2,gold-silver,tackle,1
nidorino,2,crystal,tackle,1
nidorino,2,gold-silver,leer,1
nidorino,2,crystal,leer,1
nidorino,2,gold-silver,horn-attack,8
nidorino,2,crystal,horn-attack,8
nidorino,2,gold-silver,double-kick,12
nidorino,2,crystal,double-kick,12
nidorino,2,gold-silver,poison-sting,19
nidorino,2,crystal,poison-sting,19
nidorino,2,gold-silver,focus-energy,27
nidorino,2,crystal,focus-energy,27
nidorino,2,gold-silver,fury-attack,36
nidorino,2,crystal,fury-attack,36
nidorino,2,gold-silver,horn-drill,46
nidorino,2,crystal,horn-drill,46
ninetales,2,gold-silver,ember,1
ninetales,2,crystal,ember,1
ninetales,2,gold-silver,quick-attack,1
ninetales,2,crystal,quick-attack,1
ninetales,2,gold-silver,confuse-ray,1
ninetales,2,crystal,confuse-ray,1
ninetales,2,gold-silver,safeguard,1
ninetales,2,crystal,safeguard,1
ninetales,2,gold-silver,fire-spin,43
ninetales,2,crystal,fire-spin,43
noctowl,2,gold-silver,tackle,1
noctowl,2,crystal,tackle,1
noctowl,2,gold-silver,growl,1
noctowl,2,crystal,growl,1
noctowl,2,gold-silver,peck,1
noctowl,2,crystal,peck,1
noctowl,2,gold-silver,foresight,1
noctowl,2,crystal,foresight,1
noctowl,2,gold-silver,foresight,6
noctowl,2,crystal,foresight,6
noctowl,2,gold-silver,peck,11
noctowl,2,crystal,peck,11
noctowl,2,gold-silver,hypnosis,16
noctowl,2,crystal,hypnosis,16
noctowl,2,gold-silver,reflect,25
noctowl,2,crystal,reflect,25
noctowl,2,gold-silver,take-down,33
noctowl,2,crystal,take-down,33
noctowl,2,gold-silver,confusion,41
noctowl,2,crystal,confusion,41
noctowl,2,gold-silver,dream-eater,57
noctowl,2,crystal,dream-eater,57
octillery,2,gold-silver,water-gun,1
octillery,2,crystal,water-gun,1
octillery,2,gold-silver,constrict,11
octillery,2,crystal,constrict,11
octillery,2,gold-silver,psybeam,22
octillery,2,crystal,psybeam,22
octillery,2,gold-silver,bubble-beam,22
octillery,2,crystal,bubble-beam,22
octillery,2,gold-silver,aurora-beam,22
octillery,2,crystal,aurora-beam,22
octillery,2,gold-silver,octazooka,25
octillery,2,crystal,octazooka,25
octillery,2,gold-silver,focus-energy,38
octillery,2,crystal,focus-energy,38
octillery,2,gold-silver,ice-beam,54
octillery,2,crystal,ice-beam,54
octillery,2,gold-silver,hyper-beam,70
octillery,2,crystal,hyper-beam,70
oddish,2,gold-silver,absorb,1
oddish,2,crystal,absorb,1
oddish,2,gold-silver,sweet-scent,7
oddish,2,crystal,sweet-scent,7
oddish,2,gold-silver,poison-powder,14
oddish,2,crystal,poison-powder,14
oddish,2,gold-silver,stun-spore,16
oddish,2,crystal,stun-spore,16
oddish,2,gold-silver,sleep-powder,18
oddish,2,crystal,sleep-powder,18
oddish,2,gold-silver,acid,23
oddish,2,crystal,acid,23
oddish,2,gold-silver,moonlight,32
oddish,2,crystal,moonlight,32
oddish,2,gold-silver,petal-dance,39
oddish,2,crystal,petal-dance,39
omanyte,2,gold-silver,withdraw,1
omanyte,2,crystal,withdraw,1
omanyte,2,gold-silver,constrict,1
omanyte,2,crystal,constrict,1
omanyte,2,gold-silver,bite,13
omanyte,2,crystal,bite,13
omanyte,2,gold-silver,water-gun,19
omanyte,2,crystal,water-gun,19
omanyte,2,gold-silver,leer,31
omanyte,2,crystal,leer,31
omanyte,2,gold-silver,protect,37
omanyte,2,crystal,protect,37
omanyte,2,gold-silver,ancient-power,49
omanyte,2,crystal,ancient-power,49
omanyte,2,gold-silver,hydro-pump,55
omanyte,2,crystal,hydro-pump,55
omastar,2,gold-silver,bite,1
omastar,2,crystal,bite,1
omastar,2,gold-silver,withdraw,1
omastar,2,crystal,withdraw,1
omastar,2,gold-silver,constrict,1
omastar,2,crystal,constrict,1
omastar,2,gold-silver,bite,13
omastar,2,crystal,bite,13
omastar,2,gold-silver,water-gun,19
omastar,2,crystal,water-gun,19
omastar,2,gold-silver,leer,31
omastar,2,crystal,leer,31
omastar,2,gold-silver,protect,37
omastar,2,crystal,protect,37
omastar,2,gold-silver,spike-cannon,40
omastar,2,crystal,spike-cannon,40
omastar,2,gold-silver,ancient-power,54
omastar,2,crystal,ancient-power,54
omastar,2,gold-silver,hydro-pump,65
omastar,2,crystal,hydro-pump,65
onix,2,gold-silver,tackle,1
onix,2,crystal,tackle,1
onix,2,gold-silver,screech,1
onix,2,crystal,screech,1
onix,2,gold-silver,bind,10
onix,2,crystal,bind,10
onix,2,gold-silver,rock-throw,14
onix,2,crystal,rock-throw,14
onix,2,gold-silver,harden,23
onix,2,crystal,harden,23
onix,2,gold-silver,rage,27
onix,2,crystal,rage,27
onix,2,gold-silver,sandstorm,36
onix,2,crystal,sandstorm,36
onix,2,gold-silver,slam,40
onix,2,crystal,slam,40
paras,2,gold-silver,scratch,1
paras,2,crystal,scratch,1
paras,2,gold-silver,stun-spore,7
paras,2,crystal,stun-spore,7
paras,2,gold-silver,poison-powder,13
paras,2,crystal,poison-powder,13
paras,2,gold-silver,leech-life,19
paras,2,crystal,leech-life,19
paras,2,gold-silver,spore,25
paras,2,crystal,spore,25
paras,2,gold-silver,slash,31
paras,2,crystal,slash,31
paras,2,gold-silver,growth,37
paras,2,crystal,growth,37
paras,2,gold-silver,giga-drain,43
paras,2,crystal,giga-drain,43
parasect,2,gold-silver,scratch,1
parasect,2,crystal,scratch,1
parasect,2,gold-silver,poison-powder,1
parasect,2,crystal,poison-powder,1
parasect,2,gold-silver,stun-spore,1
parasect,2,crystal,stun-spore,1
parasect,2,gold-silver,stun-spore,7
parasect,2,crystal,stun-spore,7
parasect,2,gold-silver,poison-powder,13
parasect,2,crystal,poison-powder,13
parasect,2,gold-silver,leech-life,19
parasect,2,crystal,leech-life,19
parasect,2,gold-silver,spore,28
parasect,2,crystal,spore,28
parasect,2,gold-silver,slash,37
parasect,2,crystal,slash,37
parasect,2,gold-silver,growth,46
parasect,2,crystal,growth,46
parasect,2,gold-silver,giga-drain,55
parasect,2,crystal,giga-drain,55
persian,2,gold-silver,scratch,1
persian,2,crystal,scratch,1
persian,2,gold-silver,bite,1
persian,2,crystal,bite,1
persian,2,gold-silver,growl,1
persian,2,crystal,growl,1
persian,2,gold-silver,bite,11
persian,2,crystal,bite,11
persian,2,gold-silver,pay-day,20
persian,2,crystal,pay-day,20
persian,2,gold-silver,feint-attack,29
persian,2,crystal,feint-attack,29
persian,2,gold-silver,screech,38
persian,2,crystal,screech,38
persian,2,gold-silver,fury-swipes,46
persian,2,crystal,fury-swipes,46
persian,2,gold-silver,slash,53
persian,2,crystal,slash,53
phanpy,2,gold-silver,tackle,1
phanpy,2,crystal,tackle,1
phanpy,2,gold-silver,growl,1
phanpy,2,crystal,growl,1
phanpy,2,gold-silver,defense-curl,9
phanpy,2,crystal,defense-curl,9
phanpy,2,gold-silver,flail,17
phanpy,2,crystal,flail,17
phanpy,2,gold-silver,take-down,25
phanpy,2,crystal,take-down,25
phanpy,2,gold-silver,rollout,33
phanpy,2,crystal,rollout,33
phanpy,2,gold-silver,endure,41
phanpy,2,crystal,endure,41
phanpy,2,gold-silver,double-edge,49
phanpy,2,crystal,double-edge,49
pichu,2,gold-silver,thunder-shock,1
pichu,2,crystal,thunder-shock,1
pichu,2,gold-silver,charm,1
pichu,2,crystal,charm,1
pichu,2,gold-silver,tail-whip,6
pichu,2,crystal,tail-whip,6
pichu,2,gold-silver,thunder-wave,8
pichu,2,crystal,thunder-wave,8
pichu,2,gold-silver,sweet-kiss,11
pichu,2,crystal,sweet-kiss,11
pidgeot,2,gold-silver,gust,1
pidgeot,2,crystal,gust,1
pidgeot,2,gold-silver,sand-attack,1
pidgeot,2,crystal,sand-attack,1
pidgeot,2,gold-silver,tackle,1
pidgeot,2,crystal,tackle,1
pidgeot,2,gold-silver,quick-attack,1
pidgeot,2,crystal,quick-attack,1
pidgeot,2,gold-silver,sand-attack,5
pidgeot,2,crystal,sand-attack,5
pidgeot,2,gold-silver,gust,9
pidgeot,2,crystal,gust,9
pidgeot,2,gold-silver,quick-attack,15
pidgeot,2,crystal,quick-attack,15
pidgeot,2,gold-silver,whirlwind,23
pidgeot,2,crystal,whirlwind,23
pidgeot,2,gold-silver,wing-attack,33
pidgeot,2,crystal,wing-attack,33
pidgeot,2,gold-silver,agility,46
pidgeot,2,crystal,agility,46
pidgeot,2,gold-silver,mirror-move,61
pidgeot,2,crystal,mirror-move,61
pidgeotto,2,gold-silver,gust,1
pidgeotto,2,crystal,gust,1
pidgeotto,2,gold-silver,sand-attack,1
pidgeotto,2,crystal,sand-attack,1
pidgeotto,2,gold-silver,tackle,1
pidgeotto,2,crystal,tackle,1
pidgeotto,2,gold-silver,sand-attack,5
pidgeotto,2,crystal,sand-attack,5
pidgeotto,2,gold-silver,gust,9
pidgeotto,2,crystal,gust,9
pidgeotto,2,gold-silver,quick-attack,15
pidgeotto,2,crystal,quick-attack,15
pidgeotto,2,gold-silver,whirlwind,23
pidgeotto,2,crystal,whirlwind,23
pidgeotto,2,gold-silver,wing-attack,33
pidgeotto,2,crystal,wing-attack,33
pidgeotto,2,gold-silver,agility,43
pidgeotto,2,crystal,agility,43
pidgeotto,2,gold-silver,mirror-move,55
pidgeotto,2,crystal,mirror-move,55
pidgey,2,gold-silver,tackle,1
pidgey,2,crystal,tackle,1
pidgey,2,gold-silver,sand-attack,5
pidgey,2,crystal,sand-attack,5
pidgey,2,gold-silver,gust,9
pidgey,2,crystal,gust,9
pidgey,2,gold-silver,quick-attack,15
pidgey,2,crystal,quick-attack,15
pidgey,2,gold-silver,whirlwind,21
pidgey,2,crystal,whirlwind,21
pidgey,2,gold-silver,wing-attack,29
pidgey,2,crystal,wing-attack,29
pidgey,2,gold-silver,agility,37
pidgey,2,crystal,agility,37
pidgey,2,gold-silver,mirror-move,47
pidgey,2,crystal,mirror-move,47
pikachu,2,gold-silver,growl,1
pikachu,2,crystal,growl,1
pikachu,2,gold-silver,thunder-shock,1
pikachu,2,crystal,thunder-shock,1
pikachu,2,gold-silver,tail-whip,6
pikachu,2,crystal,tail-whip,6
pikachu,2,gold-silver,thunder-wave,8
pikachu,2,crystal,thunder-wave,8
pikachu,2,gold-silver,quick-attack,11
pikachu,2,crystal,quick-attack,11
pikachu,2,gold-silver,double-team,15
pikachu,2,crystal,double-team,15
pikachu,2,gold-silver,slam,20
pikachu,2,crystal,slam,20
pikachu,2,gold-silver,thunderbolt,26
pikachu,2,crystal,thunderbolt,26
pikachu,2,gold-silver,agility,33
pikachu,2,crystal,agility,33
pikachu,2,gold-silver,thunder,41
pikachu,2,crystal,thunder,41
pikachu,2,gold-silver,light-screen,50
pikachu,2,crystal,light-screen,50
piloswine,2,gold-silver,horn-attack,1
piloswine,2,crystal,horn-attack,1
piloswine,2,gold-silver,powder-snow,1
piloswine,2,crystal,powder-snow,1
piloswine,2,gold-silver,endure,1
piloswine,2,crystal,endure,1
piloswine,2,gold-silver,powder-snow,10
piloswine,2,crystal,powder-snow,10
piloswine,2,gold-silver,endure,19
piloswine,2,crystal,endure,19
piloswine,2,gold-silver,take-down,28
piloswine,2,crystal,take-down,28
piloswine,2,gold-silver,fury-attack,33
piloswine,2,crystal,fury-attack,33
piloswine,2,gold-silver,mist,42
piloswine,2,crystal,mist,42
piloswine,2,gold-silver,blizzard,56
piloswine,2,crystal,blizzard,56
piloswine,2,crystal,amnesia,70
pineco,2,gold-silver,tackle,1
pineco,2,crystal,tackle,1
pineco,2,gold-silver,protect,1
pineco,2,crystal,protect,1
pineco,2,gold-silver,self-destruct,8
pineco,2,crystal,self-destruct,8
pineco,2,gold-silver,take-down,15
pineco,2,crystal,take-down,15
pineco,2,gold-silver,rapid-spin,22
pineco,2,crystal,rapid-spin,22
pineco,2,gold-silver,bide,29
pineco,2,crystal,bide,29
pineco,2,gold-silver,explosion,36
pineco,2,crystal,explosion,36
pineco,2,gold-silver,spikes,43
pineco,2,crystal,spikes,43
pineco,2,gold-silver,double-edge,50
pineco,2,crystal,double-edge,50
pinsir,2,gold-silver,vice-grip,1
